id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
fec4a944-e4ed-40fa-8a83-e4067c8bf709,Approximate number of patients recruited in phase II clinical trials of a drug are?,20-100,100-500,500-1000,1000-5000,0,single,Phase Name Conducted on I Human Pharmacology and safety Healthy Volunteers II Therapeutic Exploratory (20-200) patients III Therapeutic Confirmatory Upto 5000 patients from several centres IV Post-Marketing Surveillance Large number of patients 0 (ZERO) Microdosing studies Healthy volunteers (Small numbers),Pharmacology,"CLINICAL TRIALS, DRUG LABEL"
9ca2ef5f-3a99-4ed7-8e6c-2ba477886af7,"A patient inventing new words, is a feature of ?",Neurosis,Schizophrenia,OCD,Von-Gogh syndrome,1,single,Ans B. SchizophreniaNeologism: - New words or condensations of several words that are not readily understood by others.Neologism is seen in schizophrenia and organic brain syndrome.,Psychiatry,
97b802c3-fda1-459d-85a4-a26bcd7fea1e,Patient with hypotension and cardiac disease best antidepressant is -,Venlafaxine,Miazapine,Duloxetine,Cifaloprax,1,single,"Ans. is 'b' i.e., Miazapine",Pharmacology,
934d88bf-7aa0-4c1c-b4e4-9ee76e6fd68a,A hypeensive patient with BP 160/90 mm of Hg presents with increased level of Lipoprotein A. Which hypolipidemic drug will you prescribe?,Fenofibrate,Pitavastatin,Niacin,Ezetimibe,2,single,"Niacin: Has max HDL increasing propey Only drug that can | Lipoprotein A Treatment of hypercholesterolemia Fibrates - maximum TGs lowering potential Statins -maximum reduction in LDL cholesterol. Ezetimibe- Inhibits intestinal absorption of cholesterol, usually used along with statins.",Pharmacology,"Hypeension, Arrhythmias, Dyslipidemia"
6a9763c6-75e2-4fe9-afd4-a13664bc2096,Which drug can be used in patient of CML with T315i mutation?,Imatinib,Nilotinib,Dasatinib,Ponatinib,3,single,"Drugs against CML with T315I :* Omacetaxine* Ponatinib In CML there is BCR-ABL fusion , due to which there is hyperactivation of tyrosine kinase. ABL-BCR tyrosine kinase inhibitors:* First generation: Imatinib, * Second generation(active against Imatinib resistant cases): Dastanib, Nilotinib.* Third generation: Bosutinib, Ponatinib Ponatinib is the only TK inhibitor which is active against CML wth T315I mutation.",Pharmacology,Targeted Anticancer Drugs and Immunosuppressants
c14b26d8-829a-43e2-a51f-04ed19cc7e82,Digoxin can accumulate to toxic levels in patients with-,Renal insufficiency,Chronic hepatitis,Advanced cirrhosis,Chronic pancreatitis,0,single,"Ans. is 'a' i.e., Renal insufficiency",Pharmacology,
fb6ebd01-a610-4357-bd5b-70d6c4da4b7b,Muscle relaxant safe in renal failure patient is:-,Pancuronium,Piperacuronium,Tubocurarine,Atracurium,3,single,Atracurium and cis-atracurium undergo Hoffmann's elimination (spontaneous non-enzymatic molecular rearrangement) and are the agents of choice for patients with hepatic or renal insufficiency. Atracurium is metabolized to laudanosine that is responsible for seizures. Cis-atracurium is relatively safe in this regard. Cis-atracurium release much less histamine as compared to atracurium.,Pharmacology,Anaesthesia
83180a36-0b75-4719-a2a3-55d7b1f5ea53,A patient with IQ 30 will be diagnosed with:,Mild mental retardation,Moderate mental retardation,Severe mental retardation,Profound mental retardation,2,single,Normal 90-109 Borderline 70-89 Mild MR 50-69 Moderate MR 35-49 Severe MR 20-34 Profound MR <20,Psychiatry,Child Psychiatry
b999356d-58e4-4400-b89d-584035dd7e0e,Why is a combination of Ranitidine and Sucralfate better avoided in patient with peptic ulcer disease?,Ranitidine combines with sucralfate and prevents its action,Sucralfate inhibits ranitidine absorption,Ranitidine increases the gastric pH so sucralfate is not able to act,Combination of these two drugs produces serious side effects like agranulacytosis,2,single,"Sucralfate polymerizes at pH < 4 by cross linking of molecules, assumes a sticky gel like consistency, and then preferentially and strongly adheres to ulcer base. Ranitidine would increase the gastric pH (lower acidity) and prevent action of sucralfate by preventing its polymenzation which occurs at pH values < 4. Ref: KD Tripathi, 5th Edition, Page 596 ; Katzung, 9th Edition, Page 1043",Pharmacology,
b146baf3-923a-4878-8dd3-98cc7af90cce,Drugs that can be used for out patient treatment of community acquired pneumonia are:,Ceftriaxone,Cefazolin,Imipenem,Azithromycin,3,single,"Azithromycin This new azalide congener of erythromycin has an expanded spectrum, improved pharmacokinetics, better tolerability and drug interaction profiles. It is more active than other macrolides against H. influenzae, but less active against gram-positive cocci. High activity is exeed on respiratory pathogens-Mycoplasma, Chlamydia pneumoniae, Legionella, Moraxella and on others like Campylobacter, Ch. trachomatis,H. ducreyi, Calymm, granulomatis, N. gonorrhoea However, it is not active against erythromycin.resistant bacteria. Penicillinase producing Staph aureus are inhibited but not MRSA. Good activity is noted against MAC. Because of higher efficacy, better gastric tolerance and convenient once a day dosing azithromycin is now preferred over erythromycin as first choice drug for infections such as: (a) Legionnaires&; pneumonia: 500 mg OD oral/ i.v. for 2 weeks. Erythromycin or a FQ are the alternatives. (b) Chlamydia trachomatis: nonspecific urethritis and genital infections in both men and women- 1 g single dose is curative, while 3 weekly doses are required for lymphogranuloma venereum. It is also the drug of choice for chlamydia! pneumonia and is being preferred over tetracycline for trachoma in the eye. (c). Donovanosis caused by Calymmatobacterium granulomatis: 500 mg OD for 7 days or 1.0 g weekly for 4 weeks is as effective as doxycycline. (d) Chancroid and PPNG urethritis: single 1 .0 g dose is highly curative. The other indications of azithromycin are pharyngitis, tonsillitis, sinusitis, otitis media, pneumonias, acute exacerbations of chronic bronchitis, streptococcal and some staphylococcal skin and soft tissue infections. In combination with at least one other drug it is effective in the prophylaxis and treatment of MAC in AIDS patients. Other potential uses are in typhoid, toxoplasmosis and malaria. ESSENTIALS OF MEDICAL PHARMACOLOGY K.D.TRIPATHI SIXTH EDITION PAGE NO:730,731",Pharmacology,Chemotherapy
538a311d-b8c3-414a-aff6-81fabc5d9969,Ketoconazole should not be given to a patient being treated with astemizole because:,Ketoconazole induces the metabolism of astemizole,Dangerous ventricular arrhythmias can occur,Astemizole inhibits the metabolism of ketoconazole,Astemizole antagonizes the antifungal action of ketoconazole,1,single,"Ketoconazole, erythromycin and clarithromycin are potent inhibitors of microsomal enzymes. Astemizole, terfenadine and cisapride are the drugs that can block cardiac K+ channels at high concentration. If administered along with microsomal enzyme inhibitors, these drugs can result in torsades de pointes, a serious polymorphic ventricular tachycardia.",Pharmacology,"Histamine, 5-HT and PGs"
d8ed5181-db1f-4c34-b000-5980247fd87e,A 26 year old patients presents with suspected pneumococcal meningitis.CSF culture is sent for antibiotic sensitivity. Which empirical antibiotic should be given till culture sensitivity result come?,Penicillin G,Ceftriaxone + metronidazole,Doxycycline,Cefotaxime + vancomycin,3,single,"To achieve synergism Every AMA has a specific effect on selected microorganisms. Depending on the drug pair as well as the organism involved, either synergism (supra-additive effect), additive action, indifference or antagonism may be observed when two AMAs belonging to different classes are used together. Antibiotics are the mainstay of treatment in S pneumoniae infections. Until the 1970s, essentially all pneumococcal isolates were sensitive to easily achievable levels of most commonly used antibiotics, including penicillins, macrolides, clindamycin, cephalosporins, rifampin, vancomycin, and trimethoprim-sulfamethoxazole The mechanism of pneumococcal resistance to penicillin and cephalosporins is through alteration in the molecular cell wall targets, penicillin-binding proteins (PBPs). Mutations that alter the PBPs result in decreased affinity for binding to these agents, rendering them less effective. This type of resistance can be overcome if the antibiotic concentration at the site of infection exceeds the MIC of the organism for 40%-50% of the dosing interval. Penicillin-resistant pneumococci are often resistant to multiple additional classes of antibiotics, including other penicillin derivatives, cephalosporins, sulfonamides, trimethoprim-sulfamethoxazole (through amino acid changes), macrolides (through methylation or an efflux pump), quinolones (through decreased permeability, efflux pumps, and alteration of enzymes), and chloramphenicol (through inactivating enzymes). Resistance is obtained as pa of a cassette of genetic information, or a transposon, that encodes resistance to multiple antibiotics. Resistance rates of pneumococcal isolates in the United States to trimethoprim-sulfamethoxazole, tetracycline, and the macrolides are relatively high. Some isolates (< 10% in the United States) that are resistant to macrolides are also resistant to clindamycin. Vancomycin-resistant pneumococcal isolates have not been repoed in the United States. The phenomenon of tolerance (survival but not growth in the presence of a given antibiotic) has been observed, but its clinical relevance is unknown. Any strain with an in vitro MIC greater than 1 ug/mL to vancomycin should be immediately repoed to the state health depament and arrangements made for confirmatory testing at the CDC. In the United States, most pneumococcal isolates remain susceptible to fluoroquinolones. In ceain countries and specific populations in whom the use of ""respiratory fluoroquinolones"" is more prevalent (eg, nursing homes), an increase in resistance to these agents has been seen. REFERENCE: emedicine.medscape.com , ESSENTIALS OF MEDICAL PHARMACOLOGY(K.D.TRIPATHI,SIXTH EDITION,PAGE NO:677)",Pharmacology,Chemotherapy
81c150d3-a71c-4b19-be55-2371b4e4dcde,Drug of choice in a patient with severe complicated falciparum malaria is,Chloroquine,Quinine,Artesunate,Artemether,2,single,,Pharmacology,
709a8e8c-a5d6-4848-aba2-e89afe3e67cb,Treatment of choice in a patient of acute pulmonary embolism with right ventricular hypokinesis and compromised cardiac output but normal blood pressure is:,Thrombolytic agent,Low molecular weight heparin,Warfarin,IV filters,0,single,"Successful fibrinolytic therapy rapidly reverses right hea failure. Thrombolytic therapy in pulmonary embolism is used for patients who present with hemodynamic compromise, patients who develop hemodynamic compromise during conventional therapy with heparin, and patients with embolism associated with intracavitary right-hea thrombi. Acute embolectomy might be considered in patients with hemodynamically massive PE or right-hea thrombus who have an absolute contraindication to anticoagulant or thrombolytic therapy. Ref: Fedullo P.F. (2011). Chapter 72. Pulmonary Embolism. In V. Fuster, R.A. Walsh, R.A. Harrington (Eds), Hurst's The Hea, 13e.",Pharmacology,
62a36153-c03f-49a7-9c01-221403a83412,Ketoconazole should not be given to a patient being treated with astemizole because :,Ketoconazole induces the metabolism of astemizole,Dangerous ventricular arrhythmias can occur,Astemizole inhibits the metabolism of ketoconazole,Astemizole antagonizes the antifungal action of ketoconazole,1,single,"Ketoconazole, erythromycin and clarithromycin are potent inhibitors of microsomal enzymes. Astemizole, terfenadine and cisapride are the drugs that can block cardiac K+ channels at high concentration. If administered along with microsomal enzyme inhibitors, these drugs can result in torsades de pointes, a serious polymorphic ventricular tachycardia.",Pharmacology,
686a58f2-e0d6-48b0-862a-a2cb2b4ecd5d,"Patient presents with waxy flexibility, negativism & rigidity diagnosis is -",Paranoid schizophrenia,Catatonic schizophrenia,Hebephrenic Schizophrenia,Simple Schizophrenia,1,single,,Psychiatry,
8b6bbd8e-b9dc-41bd-8245-dd845a32a438,Treatment of choice in a patient of acute pulmonary embolism with right ventricular hypokinesia and a compromised cardiac output but normal blood pressure is :,Thrombolytic agent,Low molecular weight heparin,IV filters,Warfarin,0,single,,Pharmacology,
b19df3d0-3e9c-4346-b8fe-2e27dd0c51b5,"A psychiatric patient taking medication develops a tremor, thyroid enlargement and leucocytosis. Drug implicated is",Clomipramine,Haloperidol,Lithium,Olanzapine,2,single,"Tremor is one of the most common adverse effects of lithium treatment, and it occurs with therapeutic doses.Lithium probably decreases thyroid function in most patients exposed to the drug,Leukocytosis is always present during lithium treatment, probably reflecting a direct effect on leukopoiesis rather than mobilization from the marginal pool.Polydipsia and polyuria, Edema are other adverse effectsReference: Katzung Pharmacology; 12th edition; Page no: 517",Pharmacology,Central Nervous system
6977cf01-b692-4aec-9a3f-a7f989eda02d,Use of aspirin in a diabetic patient can result in:,Hyperglycemia.,Hypoglycemia.,Ketoacidosis.,Alkalosis.,1,single,,Pharmacology,
3b46e533-30c2-4fb6-8d93-41096e49eec4,"Nitrous oxide Is contraindicated In patients with pneu-mothorax, pneumopericardium or Intestinal obstruction because it:",Depresses an already compromised myocardium,Permits the Use of limited FIO2 only,Is less soluble than nitrogen,Causes the expansion of air filled body cavities,3,single,"Nitrous oxide displaces nitrogen in the air filled cavities and while doing so , it enters cavities faster that is even before nitrogen escapes. This results in expansion of such cavities leading to pnuemothorax and air embolus. Hence nitrous oxide should be avoided in such patients. From padmaja 4th edition Page no 191",Pharmacology,Anesthesia
71a33b86-670b-4442-9f64-d87eba3c753a,A patient with Addison's disease presented with adrenal crisis. Drug of choice is:,Hydrocoisone,Betamethasone,Dexamethasone,Prednisolone,0,single,"Hydrocoisone, 100 mg intravenously every 8 hours, is the mainstay for treating adrenal insufficiency. Alternatively, dexamethasone, 0.1 mg/kg every 8 hours, may be used without disruption of diagnostic testing. Once diagnostic testing has been done, hydrocoisone is the drug of choice because it has both glucocoicoid and mineralocoicoid functions. Once patients are stable, the dose may be tapered gradually over 1-2 weeks. Patients receiving less than 50 mg/d of hydrocoisone will likely need mineralocoicoid suppo as well. Fludrocoisone, 0.05-0.2 mg/d, is the drug of choice. Ref: Huecker M.R., Danzl D.F. (2011). Chapter 43. Metabolic & Endocrine Emergencies. In R.L. Humphries, C. Stone (Eds), CURRENT Diagnosis & Treatment Emergency Medicine, 7e.",Pharmacology,
8a8eee58-38bd-41c5-af08-8cdfb9f2bafe,Treatment of choice in a patient of acute pulmonary embolism with right ventricular hypokinesia and a compromised cardiac output but normal blood pressure is:,Thrombolytic agent,Low molecular weight heparin,IV filters,Warfarin,0,single,"Answer is option 1, thrombolytic agent Detection of right ventricular hypokinesis helps to stratify patients' risk, because right ventricular dysfunction confers a worse prognosis than does normal right ventricular function after PE. The concept of ""hemodynamic instability"" after PE should be expanded to include right ventricular dilatation and wall motion abnormalities, even among normotensive patients. Aggressive intervention with thrombolytic therapy, vasoactive agents, or mechanical embolectomy may improve right ventricular function and clinical outcome.",Pharmacology,Hematology
a32ed6d5-30b4-403f-bac0-2a10006bc382,Flushing occurs following alcohol ingestion in patients taking:(1995),Metronidazole,Penicillin,Tetracycline,Chloramphenicol,0,single,"aRef: KDT, 5,h ed, p. 351 -354 & 4lh ed. p. 364, 361",Pharmacology,Adverse Drug Effect
df19f8a2-4d1a-4dc5-8b29-e381613e6302,Intravenous administration of norepinephrine in a patient already taking an effective dose of atropine will often:,Increase heart rate,Decrease total peripheral resistance,Decrease pupil size,Has no effect on cardiovascular system,0,single,,Pharmacology,
9a969791-6e1a-4fc7-90c3-12824f1cb309,A bactericidal drug would be preferred over a bacteriostatic drug in a patient with:,Neutropenia,Cirrhosis,Pneumonia,Hea disease,0,single,"Primarily bacteriostatic:Sulfonamides ,Erythromycin Tetracyclines, Ethambutol Chloramphenicol ,Clindamycin Linezolid. Primarily bactericidal Penicillins Cephalosporins Aminoglycosides Vancomycin Polypeptides Nalidixic acid Rifampin Ciprofloxacin Isoniazid Metronidazole Pyrazinamide Cotrimoxazole Many infections in patients with normal host defence respond equally well to bacteriostatic and bactericidal AMAs. But several acute infections resolve faster with a cidal than a static drug, because the cidal drug directly reduces the number of bacteria at the site of infection, while the static drug only prevents increase in their number. Many bactericidal drugs exe prolonged postantibiotic effect so that maintenance of drug level continuously above the MIC is not essential. With bacteriostatic AMAs the bacteria sta multiplying quickly when drug level falls below the MIC, resulting in relapse of infection. A bactericidal antibiotic is clearly superior to bacteriostatic one in treating patients with impaired host defence, life-threatening infections, infections at less accessible sites (SABE) or when carrier state is possible (typhoid) . ESSENTIALS OF MEDICAL PHARMACOLOGY K.D.TRIPATHI SIXTH EDITION PAGE NO:676",Pharmacology,Chemotherapy
e48ff7d0-7b55-4ea9-bcbf-c3bffa8af63c,Drug of choice for prophylaxis of Pneumocystis jiroveci pneumonia in immunocompromised patients is:,Cotrimoxazole,Amoxycillin,Dexamethasone,Cefotetan,0,single,Ans (A) Cotrimoxazole(Ref: Harrison 19/e p1361)Cotrimoxazole is drug of choice forPneumocystis jiroveciNocardiaBurkholderia cepacia,Pharmacology,Chemotherapy: General Principles
ad7dee29-e24e-48db-b2c7-75520c79c0cb,A patient on alcohol dependence was given a drug & to avoid alcohol as drug interaction would lead to adverse drug reaction -,Disulfiram,Acamprosate,Naloxone,Nalterxone,0,single,"Ans. is 'a' i.e., Disulfiram o The most commonly used aversive drug for alcohol abuse is disulfiram.o Normally alcohol is metabolized by oxidation in liver.o Disulfiram inhibits the enzyme aldehyde dehydrogenaseo When alcohol is ingested after taking disulfiram, the concentration of acetaldehyde in tissues and blood rises and a number of highly distressing symptoms (aldehyde syndrome) are produced - Flushing, burning sensation, throbbing headache, perspiration, uneasiness, tightness in chest, dizziness, vomiting, visual disturbances, mental confusion, postural fainting and circulatory collapse.o Inhibition of aldehyde dehydrogenase with disulfiram is irreversible, synthesis of fresh enzyme is required for return of activity.",Psychiatry,Alcohol-Related Disorders
7cb9bcf9-0049-4be0-8ec1-fca7017cbe77,"Patient presents with waxy flexibility, negativism & rigidity Diagnosis is?",Paranoid schizophrenia,Catatonic schizophrenia,Hebephrenic Sch,Simple Sch.,1,single,B i.e. Catatonic schizophrenia,Psychiatry,
3e72227f-8cdb-4107-aaab-19416a0d2a77,Drug of choice for infantile spasms in a patient with tuberous sclerosis is:,Vigabatrin,Tiagabine,Lamotrigine,Levetiracetam,0,single,,Pharmacology,
137d3508-50e9-42a7-b71c-fa65cad47628,Physical withdrawl symptoms are absent in patients abusing,Alcohol,Cannabis,Opium,Pethidine,1,single,B i.e. Cannabis,Psychiatry,
0702da2f-0fee-48a4-9e02-3e126213fd82,A patient develops Condition {Arrowr} intra-oper- atively. DOC is,Propanolol,Adrenaline,Hyoscine,Neostigmine,0,single,Propanolol (Condition shown: Intraoperative tachycardia),Pharmacology,Anti-Arrhythmic
a297ce42-5685-4ff6-89d7-8b0e1a9c8b35,Patient on treatment on carbidopa + levodopa for 10 yrs now has weaning off effect. What should be added to restore action ?,Tolcapone,Amantadine,Rasagiline,Benzhexol,0,single,"Ans. is A i.e., Tolcapone Both Entacapone and tolcapone enhance and prolong the therapeutic effect of levodopa-carbidopa in advanced and fluctuating parkinsons disease. They may be used to smoothen off the 'wearing off', increase 'on' time and decrease 'off' time, improve activities of daily living and allow levodopa dose to be reduced. Tolcapone It is a drug used to treat Parkinson's disease (PD). It is a selective, potent and reversible nitrocatechol-type inhibitor of the enzyme catechol-O-methyltransferase (COMT). In comparison with entacapone, another nitrocatechol COMT inhibitor, tolcapone has a longer half life (2.9 hours vs. 0.8 hours) and can better penetrate the blood-brain barrier, acting both in the central nervous system and in the periphery. However, entacapone is less toxic for the liver. Tolcapone improves the bioavailability and reduces the clearance of levodopa and subsequently dopamine from the CNS. Without administration of tolcapone, the beneficial effects of levodopa tend to wear off more quickly, resulting in motor fluctuations.",Pharmacology,
3fb3b422-c705-48a2-883a-9716542846ef,Patient on verapamil should not be given beta blocker as -,Conduction block,Bronchospasm,Neurogenic shock,Anaphylaxis,0,single,"Ans. is 'a' i.e., Conduction block Adverse effects of CCBso Nausea, constipation and bradycardia are more common with verapamil.o Verapamil can accentuate conduction defect-should be avoided in 2nd & 3rd degree block, in sick sinus syndrome and along with [3-blocker.o Most common side effects of DHPs are palpitation, flushing, hypotension, headache, ankle edema, drowsiness and nausea.o Nifedipine can paradoxically increase the frequency of angina in some patients.o Nifedine can cause voiding difficulty in elderly (relaxant effect on bladder) and glucose intolerance (decreases insulin release).",Pharmacology,Anti-Hypertensive
e18ab485-86ba-40ec-a5f6-6e127c8ffd97,Tachycardia due to nitrates in a patient with angina pectoris is blocked by?,Digoxin,Dobutamine,Beta blocker,Calcium channel blocker,2,single,"Ans. is 'c' i.e., Beta blocker Use of beta blocker and long acting nitrate combination is rational in classical angina because : Tachycardia due to nitrate is blocked by beta blocker The tendency of beta blocker to cause ventricular dilatation is countered by nitrate The tendency of beta blocker to reduce the total coronary flow is opposed by nitrate",Pharmacology,
497b5293-6633-49c3-8ca7-576ca749978f,"Nitrous oxide contraindicated on patients with pnumothorax, pneumopericrdium or intestinal obstruction, because it",Depressess an already compromised myocarium,Permits the use of limited FIO2 only,Is less soluble than nitrogen,Causes the expansion of air filled body cavities,3,single,Refer Goodman Gilman 12/e p 547 N2O use is contraindicated in pneumothorax and volvulus because it may lead to development of High pressure in the closed cavities in the body,Pharmacology,Anesthesia
6f92da0c-6033-4706-acf6-0d0541cb4635,Beta blocker drug CONTRAINDICATED in asthma patients: September 2012,Metoprolol,Atenolol,Propranolol,Acebutolol,2,single,"Ans. C i.e. Propranolol Propranolol should be used with caution in people with: DM or hypehyroidism, since signs and symptoms of hypoglycemia may be masked. PVD and Raynaud's syndrome, which may be exacerbated Phaeochromocytoma, as hypeension may be aggravated without prior alpha blocker therapy Myasthenia gravis, may be worsened Other drugs with bradycardic effects Propranolol is contraindicated in patients with: Reversible airways disease, paicularly asthma or COPD Bradycardia ( Sick sinus syndrome AV block (second or third degree) Shock Severe hypotension Cocaine toxicity PVD/ Peripheral Vascular Disease",Pharmacology,
97f8067a-4efd-4069-82f1-f152f5f5fb6e,Antihypeensive of choice in a patient of diabetes mellitus with proteinuria is -,Enalapril,Propanolol,Hydralazine,Minoxidil,0,single,"Ans. is 'a' i.e., Enalapril",Pharmacology,
68c854bc-5abf-4d40-b709-b2c425eb3e7c,Patient with IQ of 60 has,Severe MR,Profound MR,Moderate MR,Mild MR,3,single,Mental Retardation Level IQ Range 1. Mild 50-70* 2. Moderate 35-50* 3. Severe 20-35* 4. Profound <20* Reference: A Sho Textbook of Psychiatry by Niraj Ahuja page no.156.,Psychiatry,Organic mental disorders
0bbbd496-808a-4e21-b5af-d0f0594a559f,"A patient inventing new words, is a feature of -",Neurosis,Schizophrenia,OCD,Von-Gogh syndrome,1,single,"Ans is 'b' i.e. Schizophrenia o Neologism is defined as a completely new word or phrase whose derivation cannot be understood. It is feature of psychosis like schizophrenia.o Von-Gogh syndrome is self mutilation type of schizophrenia.o Neologism:- New words or condensations of several words that are not readily understood by others. Neologism is seen in schizophrenia and organic brain syndrome.o Word salad (Verbigeration):- Speech is composed of repeated, meaningless words and sentences. It is characteristic of patients with catatonic schizophrenia.o Vorbeireden:- There is failure to reach the central idea of discussion - The patient seems always about to get to the end point, but skirts round it and never in fact reaches it. Patient gives approximate answer. Seen in Schizophrenia and Ganser syndrome.o Echolalia:- A parrot like repetition of another person's speech. Seen in catatonic schizophrenia, Aphasia, Tourette syndrome, autism, Alzheimer's syndrome, Asperger syndrome.",Psychiatry,Schizophreniform Disorder
d21289d3-b038-4baa-be17-be956e204c07,A hypertensive patient with BP 160/90 mm of Hg presents with increased level of Lipoprotein a. Which Hypolipidemic drug will you prescribe?,Fenofibrate,Pitavastatin,Niacin,Ezetimibe,2,single,"Ans: (c) NiacinRef: SN Narasingan, Newer Lipid Guidelines: Interpretation and Applications for Indians. ttp://www.apiindia.org/pdf/medicine_update_2017/mu_155.pdfNiacin is the only drug that lowers lipoprotein (a).So, niacin may be preferable for individuals with lipoprotein (a) elevations.It causes maximum HDL increase among drugs used in dyslipidemia treatment.Other options:FenofibrateIt is a fibric acid derivative, acting through PPAR alpha receptor and activates lipoprotein lipase.It reduces triglycerides.PitavastatinHMG CoA Reductase inhibitor.Causes maximum reduction of LDL.EzetimibeIt is a cholesterol ester transport inhibitor, inhibiting transport of cholesterol from intestine to circulation.It is used along with statins.",Pharmacology,Hypolipidemic
339f0b30-e6e8-47af-8c60-f7fa59cd61df,Drug contraindicated in glaucoma patient suffering from bronchial asthma:,Timolol,Betaxolol,Acetazolamide,Latanoprost,0,single,"Ans. (a) TimololRef. KDT 6th ed./144LATANOPROSTMOA: Increase of aqueous humor outflowSide effects: Red eye and ocular irritation, increased iris pigmentation, and excessive hair growth of eye lashes.* Timolol is a prototype of ocular b blockers. It is a non selective beta blocker (blocks b1+b2) and has no anesthetic or intrinsic sympathomimetic activity.* Timlols ocular hypotesive action (20-35% fall in I.O.T.) is smooth and well sustained.* Lungs have b2 receptor, and if they are blocked in case of asthmatic patient, the condition worsens. Therefore non selective beta blockers are always avoided in case of asthmatic patients.* Betaxolol is a b1 selective blocker, offering the advantage of less bronchopulmonary and probably less cardiac, central and metabolic side effects.* Betaxolol is less effective in lowering IOT than timolol, because ocular beta receptors are predominantly of b2 subtype.* Acetazolamide is a carbonic anhydrase inhibitor which reduces the aqueous formation by limiting generation of bicarbonate ion in ciliary epithelium.* Latanoprost is a prostaglandin analogue. It is a PGF2a analogue which act by increasing uveoscleral outflow.",Pharmacology,Anti Adrenergic System
e7113e4d-74ec-482a-88f0-5b35e7d8934f,Which vitamin is most likely to be deficient in patients on treatment with isoniazid :,Vitamin B1,Vitamin B2,Vitamin B6,Vitamin B12,2,single,,Pharmacology,
42de0bc8-5d8f-42b4-8051-b45b8fb2d81b,Drug of choice for cytomegalovirus retinitis in HIV patients is:-,Acyclovir,Ganciclovir,Amantadine,Foscarnet,1,single,Ganciclovir is an analogue of acyclovir which is the most active drugs against CMV. It is activated intracellularly by virus specific thymidine kinase and its triphosphate nucleotide inhibits viral DNA polymerase. CMV retinitis is treated by i.v. infusion of ganciclovir 10 mg/kg/day. This can prevent blindness in AIDS patients. Systemic therapy can be supplemented by intravitreal injection of ganciclovir.,Pharmacology,Anti-Viral Drugs
29986844-1c38-47d7-8084-0092f8072914,A patient after valve replacement will require follow up treatment with,Warfarin,ACE inhibitors,Beta blockers,Thiazide,0,single,Warfarin-Warfarin being oral anticoagulant is used as prophylaxis after valve replacement because of propensity of these pts. developing thromboembolism is higher. Rx- warfarin + Inj heparin -life time use Heparin is discontinued after five days where as warfarin is taken lifelong. As warfarin takes at least 5 days to show its effect. Note-with warfarin therapy INR monitoring should be done.,Pharmacology,FMGE 2019
57a44469-fc94-4e51-8c17-e4a046532677,A 26 year old patient presents with suspected pneumococcal meningitis. CSF culture is sent for antibiotic sensitivity. Which empirical antibiotic should be given till culture sensitivity result come?,Penicillin G,Ceftriaxone + metronidazole,Doxycycline,Cefotaxime + vancomycin,3,single,"Ans. (D) Cefotaxime + vancomycin(Ref: Harrison 18/e p3414)Antibiotics Used in Empirical Therapy of Bacterial Meningitis and Focal CNS InfectionsIndicationAntibioticInfants <3 monthsAmpicillin + Cefotaxime3 months to 55 yearsCefotaxime (Ceftriaxone) + VancomycinAdults >55 yearsAmpicillin + Cefotaxime (Ceftriaxone) + VancomycinHospital-acquired meningitis post-traumatic or post-neurosurgery meningitis, neutropenic patients, or patients with impaired cell-mediated immunityVancomycin + Cefepime",Pharmacology,Chemotherapy: General Principles
07963f63-526d-42ed-b981-88775a1c130d,"A patient on anti psychotics is found to be restless, irresistible urge to move, can't sit or stand in one position. Diagnosis:",Acute dystonia,Akathisia,Tardive dystinesia,Rabbit syndrome,1,single,"Akathisia is the most common side effect seen after administration of Anti psychotics, treated by B.blockers.",Psychiatry,
852e9021-fbe0-4890-90d5-4a9982161a6d,"Patient is on Cisapride for gastroesophageal reflux develops upper respiratory tract infection, and physician prescribes erythromycin. What pharmalogical interaction would be expected -",Dereased level of erythromycin and exacerbation of UI,Decreased effect of cisapride due to enzyme inductor of erythromycin,Fatal ventricular arrhythmia,Hemorrhagic cystitis,2,single,"Ans. is 'c' i.e., Fatal ventricular arrythmia",Pharmacology,
9e1e44af-080b-4482-a2b6-de17eb9da441,Drug of choice in a patient with severe complicated falciparum malaria is:,Chloroquine,Quinine,Aesunate,Aemether,2,single,"Drugs for falciparum malaria: Aesunate: 2.4 mg/kg i.v. or i.m., followed by 2.4 mg/kg after 12 and 24 hours, and then once daily for 7 days. Switchover to 3 day oral ACT inbetween whenever the patient can take and tolerate oral medication. pr 2. Aemether: 3.2 mg/kg i.m. on the 1st day, followed by 1.6 mg/kg daily for 7 days. Switchover to 3 day oral ACT inbetween whenever the patient is able to take oral medication. or 3. Aeether: 3.2 mg/kg i.m. on the 1st day, followed by 1.6 mg/kg daily for the next 4 days. Switchover to 3 day oral ACT inbetween whenever the patient is able to take oral medication. or 4. Quinine diHCI: 20 mg/kg (loading dose) diluted in 10 ml/kg 5% dextrose/dexe and infused i.v. over 4 hours, followed by 10 mg/kg (maintenance dose) i.v. infusion over 4 hours (in adults) or 2 hours (in children) every 8 hours, untill patient can swallow. Switchover to oral quinine 10 mg/kg 8 hourly to complete the 7 day course. ESSENTIALS OF MEDICAL PHARMACOLOGY page no.821",Pharmacology,Chemotherapy
